Predictor,Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
tage192,media,media_1_trace,93.95407485961914,Pass,189.48761653900144,20000048,3551778,5.631,1052168,21484,0.2962,0.006,2.0419%,1.0742,586332,27.2916,29.3165,10000048,1539375,6.4962,496668,6259,0.3226,0.0041,1.2602%,0.6259,185902,29.7015,18.5901
tage192,media,media_2_trace,114.14013576507568,Pass,236.04774260520932,20000038,3102235,6.447,682290,10231,0.2199,0.0033,1.4995%,0.5115,591642,57.8284,29.582,10000038,1660486,6.0224,342782,6997,0.2064,0.0042,2.0412%,0.6997,387934,55.4429,38.7933
tage192,media,media_3_trace,113.6968765258789,Pass,194.8433134555817,20000046,3491445,5.7283,1130407,25902,0.3238,0.0074,2.2914%,1.2951,691055,26.6796,34.5527,10000046,1579447,6.3314,568763,11241,0.3601,0.0071,1.9764%,1.1241,312359,27.7875,31.2358
tage192,web,web_0_trace,104.021315574646,Pass,640.5528817176819,39999493,19619419,2.0388,11904941,52688,0.6068,0.0027,0.4426%,1.3172,6187327,117.4333,154.6851,20999493,9695795,2.1658,6370198,19111,0.657,0.002,0.3000%,0.9101,2173479,113.7292,103.5015
tage192,web,web_10_trace,67.32332420349121,Pass,310.73467350006104,19999796,11041291,1.8114,2621960,56615,0.2375,0.0051,2.1593%,2.8308,1820112,32.1489,91.0065,10999796,3294615,3.3387,1436395,24415,0.436,0.0074,1.6997%,2.2196,675420,27.6641,61.403
tage192,web,web_11_trace,43.46553611755371,Pass,163.2698438167572,10001443,11449200,0.8735,1391369,46133,0.1215,0.004,3.3157%,4.6126,1950678,42.2838,195.0397,5001443,5018274,0.9966,674449,22660,0.1344,0.0045,3.3598%,4.5307,887897,39.1835,177.5282
tage192,web,web_12_trace,61.48514461517334,Pass,244.4651448726654,15000009,9179797,1.634,2254326,59192,0.2456,0.0064,2.6257%,3.9461,1989010,33.6027,132.6006,8000009,4256144,1.8796,1175254,36912,0.2761,0.0087,3.1408%,4.614,1118336,30.2974,139.7918
tage192,web,web_13_trace,134.68522262573242,Pass,495.9215190410614,39999813,16827783,2.377,4813533,117358,0.286,0.007,2.4381%,2.934,3772650,32.1465,94.3167,20999813,7088702,2.9624,2687998,54228,0.3792,0.0076,2.0174%,2.5823,1899106,35.0208,90.4344
tage192,web,web_14_trace,235.48800468444824,Pass,736.7047307491302,70000043,19751476,3.544,11059737,252416,0.5599,0.0128,2.2823%,3.6059,10626766,42.1002,151.8108,35000043,8524966,4.1056,5268168,98157,0.618,0.0115,1.8632%,2.8045,4169167,42.4745,119.1189
tage192,web,web_15_trace,61.94837951660156,Pass,252.22964119911197,14999858,7897011,1.8994,2411251,76400,0.3053,0.0097,3.1685%,5.0934,2308709,30.2187,153.9154,7999858,3224004,2.4813,1229867,33488,0.3815,0.0104,2.7229%,4.1861,897961,26.8144,112.2471
tage192,web,web_16_trace,61.72074699401856,Pass,317.6986050605774,20000052,9905939,2.019,1486259,31506,0.15,0.0032,2.1198%,1.5753,1191841,37.829,59.5919,10000052,6882518,1.453,732871,21588,0.1065,0.0031,2.9457%,2.1588,813370,37.677,81.3366
tage192,web,web_17_trace,54.710463523864746,Pass,216.95207858085632,15000021,6108728,2.4555,2215426,21791,0.3627,0.0036,0.9836%,1.4527,899161,41.263,59.944,8000021,2275257,3.5161,1069158,4873,0.4699,0.0021,0.4558%,0.6091,164551,33.7679,20.5688
tage192,web,web_18_trace,40.12125015258789,Pass,154.0870566368103,15000059,3926106,3.8206,1853795,41520,0.4722,0.0106,2.2397%,2.768,2038105,49.0873,135.8731,8000059,1975841,4.0489,994147,20623,0.5032,0.0104,2.0744%,2.5779,1022142,49.5632,127.7668
tage192,web,web_19_trace,46.80075454711914,Pass,243.6096229553223,15000016,9434946,1.5898,2562002,76435,0.2715,0.0081,2.9834%,5.0957,2363103,30.9165,157.54,8000016,4289061,1.8652,1380363,49860,0.3218,0.0116,3.6121%,6.2325,1195793,23.983,149.4738
tage192,web,web_1_trace,158.93916416168213,Pass,415.9356760978699,39999048,11952337,3.3465,5515292,128322,0.4614,0.0107,2.3267%,3.2081,4405865,34.3344,110.1492,20999048,4940173,4.2507,2909408,67923,0.5889,0.0137,2.3346%,3.2346,1907710,28.0864,90.8475
tage192,web,web_20_trace,91.22524166107178,Pass,229.2928740978241,20000004,10235541,1.954,3186911,64612,0.3114,0.0063,2.0274%,3.2306,1997132,30.9096,99.8566,10000004,3733579,2.6784,1586755,17915,0.425,0.0048,1.1290%,1.7915,563134,31.4337,56.3134
tage192,web,web_21_trace,37.0328950881958,Pass,214.4559485912323,15000054,5924327,2.5319,2614946,23624,0.4414,0.004,0.9034%,1.5749,2024385,85.6919,134.9585,8000054,4733057,1.6903,1411368,18683,0.2982,0.0039,1.3238%,2.3354,1835068,98.2213,229.382
tage192,web,web_22_trace,51.9125394821167,Pass,285.05754566192627,20000051,5960597,3.3554,2417352,65623,0.4056,0.011,2.7147%,3.2811,2954879,45.0281,147.7436,10000051,2622181,3.8136,1222376,30331,0.4662,0.0116,2.4813%,3.0331,1411206,46.5269,141.1199
tage192,web,web_23_trace,60.17267894744873,Pass,270.7365834712982,20000047,6280909,3.1843,3286069,20189,0.5232,0.0032,0.6144%,1.0094,745366,36.9194,37.2682,10000047,4562530,2.1918,1544231,15400,0.3385,0.0034,0.9973%,1.54,555815,36.0919,55.5812
tage192,web,web_24_trace,80.5669527053833,Pass,170.69782257080078,14999923,8332981,1.8001,1985890,25707,0.2383,0.0031,1.2945%,1.7138,806358,31.3673,53.7575,7999923,3983352,2.0083,1067447,12002,0.268,0.003,1.1244%,1.5003,358525,29.8721,44.8161
tage192,web,web_25_trace,46.08135795593262,Pass,152.53192806243896,14999989,7281113,2.0601,2548670,88296,0.35,0.0121,3.4644%,5.8864,3036546,34.3905,202.4365,7999989,2981496,2.6832,1342253,52256,0.4502,0.0175,3.8932%,6.532,1741414,33.3247,217.677
tage192,web,web_2_trace,126.7424545288086,Pass,464.4833369255066,39999746,11870776,3.3696,5842811,151742,0.4922,0.0128,2.5971%,3.7936,4251208,28.016,106.2809,20999746,5741323,3.6576,3176039,83357,0.5532,0.0145,2.6246%,3.9694,2482366,29.7799,118.2093
tage192,web,web_3_trace,134.2002592086792,Pass,400.217762708664,39999981,12059640,3.3168,6018442,142760,0.4991,0.0118,2.3720%,3.569,4375323,30.6481,109.3831,20999981,5472533,3.8373,3382696,63493,0.6181,0.0116,1.8770%,3.0235,2311985,36.4132,110.0946
tage192,web,web_4_trace,107.63480854034424,Pass,492.73721957206726,39999718,13163755,3.0386,6265226,163628,0.4759,0.0124,2.6117%,4.0907,4884392,29.8506,122.1107,20999718,6230554,3.3704,3426349,74221,0.5499,0.0119,2.1662%,3.5344,2115080,28.4971,100.7194
tage192,web,web_5_trace,119.46124076843262,Pass,463.3174889087677,39999694,12217813,3.2739,6198022,172605,0.5073,0.0141,2.7848%,4.3152,4563070,26.4365,114.0776,20999694,6323133,3.3211,3330435,101284,0.5267,0.016,3.0412%,4.8231,2609741,25.7666,124.2752
tage192,web,web_6_trace,115.35440254211426,Pass,474.9239058494568,40000022,13000047,3.0769,6002648,185519,0.4617,0.0143,3.0906%,4.638,5502611,29.6606,137.5652,20000022,6785143,2.9476,2962421,114737,0.4366,0.0169,3.8731%,5.7368,3373769,29.4044,168.6883
tage192,web,web_7_trace,41.589111328125,Pass,409.1470818519592,39999850,9411769,4.25,6633962,246505,0.7049,0.0262,3.7158%,6.1626,4607073,18.6896,115.1773,20999850,4575989,4.5891,3471337,118520,0.7586,0.0259,3.4142%,5.6438,2044668,17.2517,97.3658
tage192,web,web_8_trace,110.87185478210448,Pass,509.2848591804504,39999955,13781867,2.9024,6210740,185205,0.4506,0.0134,2.9820%,4.6301,4978251,26.8797,124.4564,20999955,5721519,3.6703,3431526,81843,0.5998,0.0143,2.3850%,3.8973,2129081,26.0142,101.385
tage192,web,web_9_trace,113.31267833709715,Pass,510.0615589618683,39999863,13943631,2.8687,6952037,99389,0.4986,0.0071,1.4296%,2.4847,2528066,25.4361,63.2019,20999863,4401326,4.7713,4136031,2642,0.9397,0.0006,0.0639%,0.1258,51506,19.4951,2.4527
